epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1.65971E+12,2022-08-05T10:25:42.418,61.72,0.346,-0.247,0.892
1.65971E+12,2022-08-05T10:25:42.458,61.76,0.411,-0.167,0.864
1.65971E+12,2022-08-05T10:25:42.498,61.8,0.594,-0.096,0.787
1.65971E+12,2022-08-05T10:25:42.538,61.84,0.785,-0.114,0.54
1.65971E+12,2022-08-05T10:25:42.578,61.88,0.927,-0.152,0.212
1.65971E+12,2022-08-05T10:25:42.618,61.92,1.215,-0.286,-0.282
1.65971E+12,2022-08-05T10:25:42.658,61.96,1.329,-0.494,-0.571
1.65971E+12,2022-08-05T10:25:42.698,62,1.107,-0.589,-0.533
1.65971E+12,2022-08-05T10:25:42.738,62.04,0.897,-0.58,-0.43
1.65971E+12,2022-08-05T10:25:42.778,62.08,0.795,-0.574,-0.347
1.65971E+12,2022-08-05T10:25:42.818,62.12,0.623,-0.521,-0.239
1.65971E+12,2022-08-05T10:25:42.858,62.16,0.598,-0.465,-0.129
1.65971E+12,2022-08-05T10:25:42.898,62.2,0.78,-0.451,-0.051
1.65971E+12,2022-08-05T10:25:42.938,62.24,0.838,-0.446,-0.018
1.65971E+12,2022-08-05T10:25:42.978,62.28,0.784,-0.47,0.001
1.65971E+12,2022-08-05T10:25:43.018,62.32,0.812,-0.477,0.036
1.65971E+12,2022-08-05T10:25:43.058,62.36,0.857,-0.475,0.047
1.65971E+12,2022-08-05T10:25:43.098,62.4,1.096,-0.499,0.053
1.65971E+12,2022-08-05T10:25:43.138,62.44,1.051,-0.506,-0.046
1.65971E+12,2022-08-05T10:25:43.178,62.48,0.982,-0.442,-0.133
1.65971E+12,2022-08-05T10:25:43.218,62.52,0.92,-0.426,-0.235
1.65971E+12,2022-08-05T10:25:43.258,62.56,0.867,-0.492,-0.211
1.65971E+12,2022-08-05T10:25:43.298,62.6,0.806,-0.538,-0.233
1.65971E+12,2022-08-05T10:25:43.338,62.64,0.771,-0.505,-0.213
1.65971E+12,2022-08-05T10:25:43.378,62.68,0.727,-0.44,-0.225
1.65971E+12,2022-08-05T10:25:43.418,62.72,0.627,-0.493,-0.392
1.65971E+12,2022-08-05T10:25:43.458,62.76,0.545,-0.626,-0.482
1.65971E+12,2022-08-05T10:25:43.498,62.8,0.482,-0.719,-0.472
1.65971E+12,2022-08-05T10:25:43.538,62.84,0.568,-0.803,-0.383
1.65971E+12,2022-08-05T10:25:43.578,62.88,0.647,-0.857,-0.214
1.65971E+12,2022-08-05T10:25:43.618,62.92,0.637,-0.919,-0.156
1.65971E+12,2022-08-05T10:25:43.658,62.96,0.781,-0.887,-0.233
1.65971E+12,2022-08-05T10:25:43.698,63,0.768,-0.795,-0.173
1.65971E+12,2022-08-05T10:25:43.738,63.04,0.646,-0.621,-0.066
1.65971E+12,2022-08-05T10:25:43.778,63.08,0.831,-0.434,-0.015
1.65971E+12,2022-08-05T10:25:43.818,63.12,1.018,-0.3,0.01
1.65971E+12,2022-08-05T10:25:43.858,63.16,1.166,-0.185,0.068
1.65971E+12,2022-08-05T10:25:43.898,63.2,1.138,-0.151,0.135
1.65971E+12,2022-08-05T10:25:43.938,63.24,1.106,-0.15,0.143
1.65971E+12,2022-08-05T10:25:43.978,63.28,1.026,-0.168,0.218
1.65971E+12,2022-08-05T10:25:44.018,63.32,0.881,-0.204,0.28
1.65971E+12,2022-08-05T10:25:44.058,63.36,0.916,-0.237,0.299
1.65971E+12,2022-08-05T10:25:44.098,63.4,0.956,-0.267,0.303
1.65971E+12,2022-08-05T10:25:44.138,63.44,0.868,-0.325,0.324
1.65971E+12,2022-08-05T10:25:44.178,63.48,0.884,-0.375,0.334
1.65971E+12,2022-08-05T10:25:44.218,63.52,0.932,-0.432,0.318
1.65971E+12,2022-08-05T10:25:44.258,63.56,0.949,-0.459,0.333
1.65971E+12,2022-08-05T10:25:44.298,63.6,0.939,-0.482,0.357
1.65971E+12,2022-08-05T10:25:44.338,63.64,0.964,-0.502,0.371
1.65971E+12,2022-08-05T10:25:44.378,63.68,0.973,-0.528,0.412
1.65971E+12,2022-08-05T10:25:44.418,63.72,0.911,-0.514,0.396
1.65971E+12,2022-08-05T10:25:44.458,63.76,0.745,-0.521,0.292
1.65971E+12,2022-08-05T10:25:44.498,63.8,0.748,-0.556,0.002
1.65971E+12,2022-08-05T10:25:44.538,63.84,0.826,-0.536,-0.264
1.65971E+12,2022-08-05T10:25:44.578,63.88,0.874,-0.527,-0.427
1.65971E+12,2022-08-05T10:25:44.618,63.92,0.814,-0.471,-0.409
1.65971E+12,2022-08-05T10:25:44.658,63.96,0.792,-0.449,-0.244
1.65971E+12,2022-08-05T10:25:44.698,64,0.767,-0.513,-0.16
1.65971E+12,2022-08-05T10:25:44.738,64.04,0.702,-0.636,-0.153
1.65971E+12,2022-08-05T10:25:44.778,64.08,0.875,-0.665,-0.257
1.65971E+12,2022-08-05T10:25:44.818,64.12,0.728,-0.663,-0.229
1.65971E+12,2022-08-05T10:25:44.858,64.16,0.825,-0.592,-0.139
1.65971E+12,2022-08-05T10:25:44.898,64.2,0.805,-0.563,0.003
1.65971E+12,2022-08-05T10:25:44.938,64.24,0.881,-0.585,-0.029
1.65971E+12,2022-08-05T10:25:44.978,64.28,0.754,-0.607,-0.026
1.65971E+12,2022-08-05T10:25:45.018,64.32,0.75,-0.605,-0.114
1.65971E+12,2022-08-05T10:25:45.058,64.36,0.919,-0.649,-0.253
1.65971E+12,2022-08-05T10:25:45.098,64.4,0.799,-0.656,-0.25
1.65971E+12,2022-08-05T10:25:45.138,64.44,0.814,-0.643,-0.112
1.65971E+12,2022-08-05T10:25:45.178,64.48,0.77,-0.627,-0.006
1.65971E+12,2022-08-05T10:25:45.218,64.52,0.658,-0.566,0.066
1.65971E+12,2022-08-05T10:25:45.258,64.56,0.774,-0.462,0.117
1.65971E+12,2022-08-05T10:25:45.298,64.6,0.855,-0.49,0.071
1.65971E+12,2022-08-05T10:25:45.338,64.64,0.905,-0.506,0.045
1.65971E+12,2022-08-05T10:25:45.378,64.68,0.816,-0.562,-0.044
1.65971E+12,2022-08-05T10:25:45.418,64.72,0.821,-0.557,-0.182
1.65971E+12,2022-08-05T10:25:45.458,64.76,0.85,-0.563,-0.338
1.65971E+12,2022-08-05T10:25:45.498,64.8,0.809,-0.607,-0.44
1.65971E+12,2022-08-05T10:25:45.538,64.84,0.742,-0.59,-0.441
1.65971E+12,2022-08-05T10:25:45.578,64.88,0.755,-0.547,-0.379
1.65971E+12,2022-08-05T10:25:45.618,64.92,0.841,-0.506,-0.272
1.65971E+12,2022-08-05T10:25:45.658,64.96,0.791,-0.494,-0.236
1.65971E+12,2022-08-05T10:25:45.698,65,0.88,-0.501,-0.233
1.65971E+12,2022-08-05T10:25:45.738,65.04,1.009,-0.479,-0.263
1.65971E+12,2022-08-05T10:25:45.778,65.08,0.997,-0.481,-0.224
1.65971E+12,2022-08-05T10:25:45.818,65.12,1.106,-0.467,-0.226
1.65971E+12,2022-08-05T10:25:45.858,65.16,0.937,-0.377,-0.059
1.65971E+12,2022-08-05T10:25:45.898,65.2,1.035,-0.312,0.164
1.65971E+12,2022-08-05T10:25:45.938,65.24,0.855,-0.498,0.312
1.65971E+12,2022-08-05T10:25:45.978,65.28,0.502,-0.63,0.381
1.65971E+12,2022-08-05T10:25:46.018,65.32,0.278,-0.682,0.449
1.65971E+12,2022-08-05T10:25:46.058,65.36,0.063,-0.649,0.746
1.65971E+12,2022-08-05T10:25:46.098,65.4,0.038,-0.668,0.807
1.65971E+12,2022-08-05T10:25:46.138,65.44,0.093,-0.65,0.814
1.65971E+12,2022-08-05T10:25:46.178,65.48,0.306,-0.603,0.932
1.65971E+12,2022-08-05T10:25:46.218,65.52,0.387,-0.621,0.888
1.65971E+12,2022-08-05T10:25:46.258,65.56,0.228,-0.651,0.753
1.65971E+12,2022-08-05T10:25:46.298,65.6,0.25,-0.611,0.797
1.65971E+12,2022-08-05T10:25:46.338,65.64,0.425,-0.565,0.8
1.65971E+12,2022-08-05T10:25:46.378,65.68,0.507,-0.521,0.677
1.65971E+12,2022-08-05T10:25:46.418,65.72,0.343,-0.484,0.609
1.65971E+12,2022-08-05T10:25:46.458,65.76,0.477,-0.497,0.567
1.65971E+12,2022-08-05T10:25:46.498,65.8,0.342,-0.533,0.544
1.65971E+12,2022-08-05T10:25:46.538,65.84,0.256,-0.593,0.564
1.65971E+12,2022-08-05T10:25:46.578,65.88,0.285,-0.644,0.615
1.65971E+12,2022-08-05T10:25:46.618,65.92,0.232,-0.644,0.686
1.65971E+12,2022-08-05T10:25:46.658,65.96,0.268,-0.642,0.741
1.65971E+12,2022-08-05T10:25:46.698,66,0.202,-0.653,0.821
1.65971E+12,2022-08-05T10:25:46.738,66.04,0.186,-0.628,0.843
1.65971E+12,2022-08-05T10:25:46.778,66.08,0.168,-0.579,0.9
1.65971E+12,2022-08-05T10:25:46.818,66.12,0.127,-0.572,0.927
1.65971E+12,2022-08-05T10:25:46.858,66.16,0.093,-0.568,0.906
1.65971E+12,2022-08-05T10:25:46.898,66.2,0.105,-0.564,0.931
1.65971E+12,2022-08-05T10:25:46.938,66.24,0.085,-0.526,0.929
1.65971E+12,2022-08-05T10:25:46.978,66.28,0.108,-0.506,0.9
1.65971E+12,2022-08-05T10:25:47.018,66.32,0.122,-0.509,0.881
1.65971E+12,2022-08-05T10:25:47.058,66.36,0.138,-0.51,0.85
1.65971E+12,2022-08-05T10:25:47.098,66.4,0.143,-0.514,0.845
1.65971E+12,2022-08-05T10:25:47.138,66.44,0.128,-0.522,0.856
1.65971E+12,2022-08-05T10:25:47.178,66.48,0.139,-0.518,0.856
1.65971E+12,2022-08-05T10:25:47.218,66.52,0.158,-0.52,0.864
1.65971E+12,2022-08-05T10:25:47.258,66.56,0.138,-0.511,0.84
1.65971E+12,2022-08-05T10:25:47.298,66.6,0.138,-0.51,0.854
1.65971E+12,2022-08-05T10:25:47.338,66.64,0.178,-0.518,0.897
1.65971E+12,2022-08-05T10:25:47.378,66.68,0.16,-0.526,0.838
